Table Number,Players,Pages,Total KC,Average KC/Player
11,78853,3155,34375373,435.94248792056106
12,74984,3000,66801466,890.8762669369465
13,337751,13511,89084010,263.75646556190804
14,34943,1398,1110668,31.785135792576483
15,46877,1876,11255534,240.10781406659981
16,111474,4459,83031720,744.8527907852953
17,95230,3810,35403874,371.7722776435997
18,10926,438,1183798,108.34687900421014
19,32002,1281,5393867,168.5478095119055
20,45976,1840,8118327,176.577496954933
21,76715,3069,27309192,355.98242846900865
22,59195,2368,15452254,261.03985133879553
23,57678,2308,7831191,135.77431603037553
24,143583,5744,58114324,404.7437649303887
25,200789,8032,79241579,394.65099681755476
26,144633,5786,59244455,409.6192086176737
27,4371,175,454221,103.91695264241592
28,157391,6296,61952024,393.61859318512495
29,113391,4536,47301337,417.15248123748796
30,81410,3257,19994603,245.60377103549934
31,198687,7948,8328782,41.91910895025845
32,68195,2728,20361055,298.57108292396805
33,241093,9644,70079261,290.6731468769313
34,227588,9104,305458843,1342.1570689140026
35,60049,2402,23698296,394.64930306916017
36,71235,2850,16995967,238.59011721765987
37,33101,1325,131267,3.965650584574484
39,58099,2324,1470147,25.304170467650046
40,36011,1441,8034518,223.112882174891
41,34644,1386,8467464,244.41357810876343
42,194919,7797,5315951,27.27261580451367
43,9422,377,928105,98.50403311398854
44,16992,680,2008244,118.18761770244821
45,19705,789,9237799,468.80482111139304
46,102312,4093,73990016,723.1802330127454
47,4563,183,38236,8.379574841113303
48,48718,1949,951382,19.528346812266513
49,57685,2308,17751553,307.73256479154026
50,20399,816,4529365,222.03858032256483
51,238653,9547,141934532,594.7318156486615
54,195032,7802,220251337,1129.3087134418968
