Table Number,Players,Pages,Total KC,Average KC/Player
11,79784,3192,34772335,435.8309310137371
12,75759,3031,67708844,893.7399384891564
13,339952,13599,89960624,264.6274297547889
14,35638,1426,1134141,31.823923901453504
15,47264,1891,11358634,240.323163507109
16,112490,4500,83796108,744.9205084896436
17,96057,3843,35750281,372.1777798598749
18,11127,446,1213017,109.01563763817741
19,32429,1298,5467626,168.60297881525796
20,46346,1854,8181226,176.52496439822207
21,77406,3097,27533282,355.6995840115753
22,59797,2392,15633354,261.44044015586064
23,58202,2329,7901993,135.76841002027422
24,144631,5786,58489088,404.4021544482165
25,202322,8093,79755324,394.1999584820237
26,145723,5829,59630539,409.2047171688752
27,4486,180,468871,104.5187249219795
28,158600,6344,62563150,394.47131147540983
29,114613,4585,47923708,418.1350108626421
30,82427,3298,20291689,246.17769662853192
31,201188,8048,8459506,42.047766268365905
32,68692,2748,20514606,298.64621790019214
33,242942,9718,70665921,290.87568637781857
34,229352,9175,308071297,1343.2248116432384
35,60690,2428,23942859,394.51077607513594
36,72023,2881,17191881,238.69987365147244
37,33672,1347,133987,3.9791815157994774
39,58849,2354,1489366,25.308263521895018
40,36718,1469,8231783,224.18930769649762
41,34928,1398,8543144,244.59299129638111
42,196577,7864,5364684,27.290496853650225
43,9634,386,946342,98.22939588955782
44,17410,697,2070060,118.90063182079265
45,19960,799,9377637,469.82149298597193
46,103205,4129,74660509,723.4194951794971
47,4657,187,39152,8.407129053038437
48,49170,1967,960322,19.530648769574945
49,58100,2324,17904337,308.16414802065407
50,20626,826,4581540,222.12450305439737
51,240974,9639,144928566,601.4282287715687
54,196668,7867,222862699,1133.1924817458864
