Table Number,Players,Pages,Total KC,Average KC/Player
11,71808,2873,31224938,434.83926581996434
12,67843,2714,58302930,859.3801866073139
13,316033,12642,82904040,262.3271620368759
14,29478,1180,931784,31.609471470248998
15,43340,1734,10301932,237.70032302722657
16,102618,4105,76235062,742.9014597828841
17,86731,3470,32066219,369.7203883271264
18,8493,340,872677,102.75250206052043
19,28429,1138,4757893,167.36054732843223
20,42501,1701,7530997,177.19576009976237
21,70431,2818,25341349,359.80390737033406
22,54283,2172,14102075,259.7880551922333
23,52778,2112,7170095,135.85385956269658
24,134047,5362,54601531,407.3312420270502
25,186914,7477,74453489,398.3301892849118
26,134993,5400,55662345,412.33504700243714
27,3232,130,345799,106.99226485148515
28,145787,5832,56456844,387.2556812335805
29,102702,4109,42378586,412.63642382816306
30,71894,2876,17356249,241.41442957687707
31,177372,7095,7177674,40.46678167918274
32,62827,2514,18806102,299.33152943798046
33,224426,8978,64802180,288.74631281580565
34,211304,8453,281677811,1333.0453327906712
35,54700,2188,21527083,393.5481352833638
36,64858,2595,15340778,236.52869345339047
37,27994,1120,106637,3.8092805601200257
39,51988,2080,1308222,25.16392244364084
40,29106,1165,6352213,218.24410774410774
41,32154,1287,7842490,243.90402438265846
42,179323,7173,4861527,27.110448743329076
43,7598,304,758830,99.87233482495394
44,12662,507,1353731,106.9128889590902
45,16946,678,7908897,466.71173138203704
46,94183,3768,67891428,720.8458851385069
47,3808,153,31668,8.316176470588236
48,44597,1784,871956,19.551898109738325
49,54138,2166,16392590,302.7926779711109
50,18445,738,4088455,221.65654648956357
51,216614,8665,119096022,549.8075932303544
54,179769,7191,201700965,1122.000817716069
