Table Number,Players,Pages,Total KC,Average KC/Player
11,64755,2591,28170276,435.0285846652768
12,60647,2426,49800911,821.1603376918891
13,290072,11603,76418585,263.4469545492154
14,25102,1005,786612,31.336626563620428
15,40201,1609,9544922,237.42996442874556
16,93062,3723,69316612,744.8433517439986
17,76431,3058,28438756,372.0840496657116
18,5408,217,491427,90.8703772189349
19,25316,1013,4206180,166.14710064781167
20,39611,1585,7045438,177.86569387291408
21,64471,2579,23408639,363.0878844751904
22,49719,1989,12839617,258.2436694221525
23,48614,1945,6606231,135.8915333031637
24,123667,4947,50794265,410.73418939571593
25,171970,6879,69290862,402.924126301099
26,124416,4977,51801746,416.3591981738683
27,2587,104,274277,106.02126014688828
28,133798,5352,51788459,387.06452263860444
29,92513,3701,38197420,412.8870537113703
30,63366,2535,15257632,240.78578417447844
31,153797,6152,6063805,39.427329531785404
32,57524,2301,17352881,301.6633231346916
33,207427,8298,59829301,288.43545440082534
34,194394,7776,258293978,1328.713736020659
35,49457,1979,19524900,394.7853691085185
36,58956,2359,13876138,235.36430558382523
37,23087,924,84616,3.665092909429549
39,46665,1867,1171619,25.107018107789564
40,23546,942,4925575,209.18945893145332
41,30078,1204,7323290,243.4766274353348
42,163446,6538,4417488,27.02720164457986
43,5875,235,597316,101.6708085106383
44,7368,295,754549,102.40893051031487
45,14478,580,6733380,465.0766680480729
46,86002,3441,62032220,721.288109578847
47,3244,130,27175,8.377003699136868
48,40761,1631,800093,19.628885454233213
49,50551,2023,15173614,300.1644675674072
50,16912,677,3739434,221.11128192999053
51,192915,7717,104137332,539.8094082886245
54,163620,6545,184183632,1125.6792079207921
