Table Number,Players,Pages,Total KC,Average KC/Player
11,63036,2522,27447157,435.4203471032426
12,59101,2365,48122757,814.2460702864588
13,283635,11346,74829089,263.82177446365927
14,24155,967,755313,31.269426619747463
15,39454,1579,9358293,237.19503725857962
16,91084,3644,67856004,744.9826972904133
17,74159,2967,27665665,373.0587656252107
18,5162,207,468700,90.79814025571484
19,24717,989,4097306,165.76874216126552
20,38938,1558,6925012,177.84714160973857
21,63165,2527,22989876,363.96542388981237
22,48745,1950,12585731,258.19532259718943
23,47590,1904,6476075,136.08058415633536
24,121184,4848,49886512,411.65922894111435
25,168373,6735,68036198,404.0802147612741
26,121863,4875,50876567,417.48986156585676
27,2473,99,261286,105.65547917509099
28,131081,5244,50730336,387.0151738238189
29,90464,3619,37365789,413.04595198089845
30,61821,2473,14903410,241.07358341016806
31,148365,5935,5837724,39.34704276615105
32,56381,2256,17026151,301.9838420744577
33,203570,8143,58740094,288.54985508670234
34,190472,7619,253092693,1328.765871099164
35,48347,1934,19108317,395.23273419240076
36,57722,2309,13572702,235.139149717612
37,22114,885,80520,3.641132314370987
39,45424,1817,1139904,25.09475167312434
40,22308,893,4641640,208.07064730141653
41,29582,1184,7190640,243.07484280981677
42,159805,6393,4320046,27.033234254247365
43,5604,225,572247,102.11402569593147
44,6648,266,670528,100.86161251504211
45,13997,560,6498461,464.2752732728442
46,84164,3367,60694118,721.1410816976379
47,3168,127,26384,8.328282828282829
48,39943,1598,784568,19.642190120922315
49,49703,1989,14866783,299.1123875822385
50,16532,662,3651696,220.88652310670216
51,187341,7494,100518295,536.5525699126192
54,159737,6390,180737446,1131.4688894870944
