Table Number,Players,Pages,Total KC,Average KC/Player
11,77494,3100,33764495,435.7046351975637
12,73733,2950,65349470,886.298807860795
13,334214,13369,88094432,263.58689941175413
14,33885,1356,1075265,31.732772613250702
15,46222,1849,11082679,239.77065033966508
16,109927,4398,81839541,744.4898978412947
17,93936,3758,34853405,371.0335228240504
18,10520,421,1132299,107.63298479087453
19,31366,1255,5286017,168.52697188038002
20,45361,1815,8003862,176.44809417781795
21,75632,3026,26955425,356.4023825893802
22,58165,2327,15172586,260.85422504942835
23,56836,2274,7722174,135.86765430361038
24,142009,5681,57513636,404.9999366237351
25,198387,7936,78407439,395.2246820608205
26,143023,5721,58637109,409.9837718408927
27,4158,167,429863,103.38215488215488
28,155411,6217,60968064,392.30211503690214
29,111449,4458,46337466,415.7728288275355
30,79793,3192,19521050,244.64614690511698
31,194760,7791,8115835,41.670953994660096
32,67408,2697,20106687,298.2833936624733
33,238205,9529,69113214,290.1417434562667
34,224828,8994,301388100,1340.5274254096464
35,59100,2364,23295524,394.1713028764805
36,70029,2802,16680469,238.19373402447556
37,32251,1291,126925,3.9355368825772845
39,56895,2276,1438076,25.275964496001407
40,34797,1392,7732504,222.21754748972612
41,34181,1368,8349037,244.25958866036686
42,192251,7691,5237137,27.241143088982632
43,9106,365,899504,98.78146277179881
44,16293,652,1906125,116.99042533603388
45,19233,770,9002554,468.07851089273646
46,100877,4036,72937048,723.029511186891
47,4420,177,36973,8.364932126696832
48,48022,1921,937544,19.52321852484278
49,57062,2283,17503046,306.73733833374223
50,20053,803,4447599,221.79220066822919
51,234879,9396,137080709,583.6226695447443
54,192160,7687,215788535,1122.962817443797
