Table Number,Players,Pages,Total KC,Average KC/Player
11,77593,3104,33809176,435.72456278272523
12,73814,2953,65453386,886.7340341940553
13,334488,13380,88186956,263.64759273875296
14,33964,1359,1077470,31.7238841125898
15,46284,1852,11097662,239.7731829573935
16,110032,4402,81926984,744.5741602442926
17,94032,3762,34894034,371.08680023821677
18,10546,422,1135911,107.71012706239333
19,31406,1257,5293287,168.54381328408584
20,45410,1817,8014078,176.4826690156353
21,75711,3029,26981965,356.3810410640462
22,58247,2330,15193714,260.8497261661545
23,56899,2276,7729801,135.85126276384472
24,142133,5686,57559685,404.97059092540087
25,198547,7942,78469181,395.2171576503296
26,143149,5726,58683680,409.94823575435385
27,4170,167,431496,103.47625899280575
28,155561,6223,61042182,392.4002931325975
29,111587,4464,46410076,415.90934427845536
30,79915,3197,19555909,244.70886566977413
31,195036,7802,8131975,41.6947384072684
32,67478,2700,20127149,298.27720145825305
33,238444,9538,69188064,290.1648353491805
34,225045,9002,301678917,1340.5270812504166
35,59165,2367,23325758,394.24926899349276
36,70126,2806,16706148,238.2304423466332
37,32321,1293,127231,3.936480925713932
39,56979,2280,1440311,25.277926955545027
40,34885,1396,7755301,222.31047728249965
41,34213,1369,8358142,244.29725542922282
42,192456,7699,5243123,27.24322962131604
43,9127,366,901430,98.76520214747453
44,16337,654,1913507,117.1271959356063
45,19257,771,9019149,468.3569091758841
46,100969,4039,73013346,723.1263655181293
47,4431,178,37078,8.367862784924396
48,48072,1923,938662,19.526169079713764
49,57126,2286,17525857,306.79300143542343
50,20087,804,4454248,221.74779708269028
51,235165,9407,137458108,584.5177130950609
54,192380,7696,216105734,1123.3274456804243
