Table Number,Players,Pages,Total KC,Average KC/Player
11,63690,2548,27715170,435.15732454074424
12,59683,2388,48727871,816.4447330060486
13,286120,11445,75422259,263.6035894030477
14,24504,981,766525,31.281627489389486
15,39760,1591,9428634,237.13868209255534
16,91851,3675,68410908,744.8030832544011
17,74959,2999,27948230,372.84688963299936
18,5244,210,477078,90.97597254004576
19,24945,998,4139427,165.94215273601924
20,39192,1568,6971137,177.8714278424168
21,63645,2546,23139506,363.5714667295153
22,49115,1965,12680472,258.1792120533442
23,47978,1920,6521761,135.93232314810956
24,122128,4886,50230871,411.29692617581554
25,169787,6792,68523287,403.58382561680224
26,122853,4915,51231818,417.0172319764271
27,2511,101,264954,105.51732377538829
28,132107,5285,51154863,387.2229556344478
29,91256,3651,37667192,412.76400455860437
30,62404,2497,15034240,240.9178898788539
31,150372,6015,5921348,39.377995903492675
32,56832,2274,17153777,301.83306939752254
33,205046,8202,59158737,288.51446504686754
34,191955,7679,255078024,1328.842822536532
35,48755,1951,19262038,395.07820736334736
36,58201,2329,13685391,235.14013504922596
37,22464,899,82018,3.6510861823361824
39,45909,1837,1152171,25.09684375612625
40,22766,911,4748858,208.59430730036019
41,29775,1191,7240911,243.18760705289674
42,161225,6449,4357679,27.028556365327958
43,5702,229,581456,101.97404419501929
44,6912,277,701587,101.5027488425926
45,14160,567,6582928,464.89604519774014
46,84868,3395,61207017,721.2025380591035
47,3193,128,26677,8.35483870967742
48,40244,1610,790329,19.63843057350164
49,50023,2001,14988503,299.6322291745797
50,16675,667,3683492,220.89907046476762
51,189448,7578,101902166,537.8899011866052
54,161304,6453,182193500,1129.503918067748
