Table Number,Players,Pages,Total KC,Average KC/Player
11,69803,2793,30344279,434.7131068865235
12,65730,2630,55733109,847.9097672295756
13,309141,12366,81015182,262.06547174266757
14,28181,1128,889716,31.57148433341613
15,42422,1697,10063420,237.22172457687049
16,99895,3996,74218682,742.9669352820462
17,83921,3357,31024929,369.69207945567854
18,7762,311,777530,100.17134759082711
19,27430,1098,4584806,167.14567991250456
20,41623,1665,7387138,177.47730821901354
21,68677,2748,24765052,360.6018317631813
22,52999,2120,13740698,259.26334459140736
23,51581,2064,7006903,135.84271340222176
24,131180,5248,53514273,407.9453651471261
25,182737,7310,72969326,399.3133629204813
26,132087,5284,54559211,413.05511518923134
27,3021,121,324218,107.32141674942072
28,142358,5695,55120177,387.1940951685188
29,99616,3985,41081668,412.4002971410215
30,68742,2750,16530359,240.46956736783918
31,170815,6833,6844039,40.06696718672248
32,61244,2450,18363732,299.84540526418914
33,219605,8785,63308153,288.28192891782976
34,206395,8256,274754837,1331.2087841275224
35,53245,2130,20953554,393.5309230913701
36,63046,2522,14887116,236.13101544903722
37,26506,1061,99708,3.761714328831208
39,50393,2016,1266665,25.135733137538946
40,27442,1098,5913587,215.4940237592012
41,31525,1261,7696371,244.135479777954
42,174727,6990,4729560,27.068283665375127
43,6857,275,688820,100.45500947936415
44,10044,402,1070173,106.54848665870172
45,16151,647,7533315,466.4302519967804
46,91766,3671,66137474,720.7187193513938
47,3616,145,29986,8.292588495575222
48,43419,1737,849799,19.572053709205647
49,53212,2129,16077450,302.1395549875968
50,18005,721,3993982,221.8262704804221
51,210083,8404,113758887,541.4949662752341
54,175473,7019,197054334,1122.9894855618813
