Table Number,Players,Pages,Total KC,Average KC/Player
11,64149,2566,27921640,435.2622800043648
12,60110,2405,49193241,818.3869738812177
13,287811,11513,75828484,263.46624694678104
14,24776,992,775445,31.29823216015499
15,39948,1598,9477276,237.24031240612797
16,92380,3696,68798254,744.7310456808833
17,75583,3024,28154670,372.50003307622086
18,5297,212,482825,91.15065131206343
19,25089,1004,4164982,166.0082904858703
20,39363,1575,7001808,177.8779056474354
21,64014,2561,23257765,363.32310119661327
22,49387,1976,12742902,258.0213821450989
23,48255,1931,6560897,135.9630504610921
24,122795,4912,50473167,411.0360112382426
25,170693,6828,68854161,403.3801093190699
26,123538,4942,51476297,416.68391102332885
27,2548,102,268561,105.40070643642072
28,132821,5313,51406855,387.03860835259485
29,91822,3673,37896703,412.71920672605694
30,62812,2513,15128543,240.8543431191492
31,151840,6074,5982872,39.40247629083245
32,57140,2286,17242595,301.76050052502626
33,206024,8241,59435339,288.4874529181066
34,193023,7721,256479451,1328.7507240069835
35,49063,1963,19375818,394.9171065772578
36,58542,2342,13772934,235.26586040791227
37,22748,910,83152,3.655354316863021
39,46224,1849,1160554,25.107173762547593
40,23104,925,4822424,208.72680055401662
41,29912,1197,7273331,243.15762904519926
42,162184,6488,4383641,27.02881295318897
43,5776,232,588510,101.88885041551247
44,7095,284,723356,101.95292459478506
45,14299,572,6646497,464.82250507028465
46,85355,3415,61562714,721.2549235545662
47,3212,129,26876,8.367372353673723
48,40459,1619,794414,19.6350379396426
49,50256,2011,15068807,299.8409543139128
50,16765,671,3704002,220.93659409484044
51,190938,7638,102843097,538.6203741528664
54,161884,6476,182661244,1128.3464950211262
