Table Number,Players,Pages,Total KC,Average KC/Player
11,75545,3022,32910676,435.64333840757166
12,71908,2877,63141517,878.0875146019914
13,328630,13146,86445764,263.04891215044273
14,32430,1298,1027377,31.679833487511562
15,45460,1819,10858890,238.8669159700836
16,107624,4305,80045453,743.7509570356054
17,91810,3673,34006834,370.4044657444723
18,9874,395,1051695,106.51154547295928
19,30339,1214,5101568,168.15214740103497
20,44393,1776,7843039,176.6728763543802
21,74001,2961,26442185,357.32199564870746
22,56842,2274,14824210,260.7967699940185
23,55511,2221,7536981,135.77454918844913
24,139482,5580,56591978,405.7296138569851
25,194810,7793,77150873,396.0313792926441
26,140512,5621,57704146,410.67059041220676
27,3826,154,398657,104.1968112911657
28,152445,6098,59503689,390.3288989471613
29,108618,4345,44996564,414.2643392439559
30,77320,3093,18812415,243.30593636833936
31,189063,7563,7809200,41.30475026842904
32,65907,2637,19664144,298.361994932253
33,233845,9354,67681538,289.42905770916633
34,220519,8821,295087444,1338.1497467338415
35,57731,2310,22716523,393.4891652664946
36,68355,2735,16235245,237.51364201594617
37,30874,1235,120260,3.8951868886441665
39,55213,2209,1394122,25.249886802021262
40,32776,1312,7238805,220.8568769831584
41,33504,1341,8179329,244.1299247851003
42,188070,7523,5114755,27.196017440314776
43,8571,343,851076,99.29716485824291
44,15150,606,1736016,114.58851485148514
45,18510,741,8644320,467.00810372771474
46,98776,3952,71307702,721.9132380335304
47,4222,169,35124,8.319279962103268
48,46889,1876,915859,19.532491629166756
49,56318,2253,17173797,304.94330409460565
50,19558,783,4335447,221.67128540750588
51,229078,9164,130456392,569.484594766848
54,188228,7530,211608134,1124.2117750812845
