Table Number,Players,Pages,Total KC,Average KC/Player
11,61149,2446,26652427,435.8603901944431
12,57523,2301,46436823,807.2740121342767
13,275710,11029,72692421,263.6553661455878
14,23008,921,718361,31.22222705146036
15,38496,1540,9131633,237.20991791354945
16,88890,3556,66331215,746.216841039487
17,71991,2880,26940440,374.21955522218053
18,4995,200,449474,89.98478478478478
19,24024,961,3977165,165.54965867465867
20,38100,1524,6772312,177.7509711286089
21,61763,2471,22524733,364.69622589576284
22,47627,1906,12308319,258.43154093266423
23,46351,1855,6307107,136.07272766499105
24,118404,4737,48899596,412.9893922502618
25,164179,6568,66628855,405.8305568921726
26,119090,4764,49876447,418.8130573515828
27,2349,94,249335,106.14516815666241
28,128048,5122,49627324,387.5681307009871
29,88268,3531,36516509,413.70042370961164
30,60099,2404,14497753,241.2311852110684
31,142428,5698,5604751,39.351468812312184
32,55164,2207,16688683,302.52851497353345
33,199339,7974,57554470,288.7265913845259
34,186021,7441,247344596,1329.6595330634714
35,47234,1890,18679645,395.47031799127745
36,56357,2255,13257290,235.23768121085226
37,21059,843,76050,3.611282587017427
39,44095,1764,1103103,25.016509808368294
40,20880,836,4300269,205.95158045977013
41,29038,1162,7057787,243.05348164474137
42,155820,6233,4213729,27.04228597099217
43,5296,212,544102,102.73829305135952
44,6004,241,578258,96.31212524983344
45,13552,543,6283411,463.65193329397874
46,82165,3287,59312287,721.8680338343577
47,3083,124,25626,8.312033733376582
48,39048,1562,768021,19.668638598647817
49,48655,1947,14517828,298.38306443325456
50,16096,644,3551537,220.64717942345925
51,181386,7256,96875366,534.0840307410715
54,155390,6216,175668688,1130.5018855782225
