Table Number,Players,Pages,Total KC,Average KC/Player
11,58087,2324,25414449,437.52386936836126
12,54920,2197,43760320,796.8011653313911
13,263187,10528,69559260,264.2959568671705
14,21301,853,659806,30.97535326979954
15,37000,1480,8775113,237.1652162162162
16,85306,3413,63843883,748.410229057745
17,68561,2743,25833622,376.79762547220724
18,4735,190,421183,88.95100316789863
19,22953,919,3800188,165.56389143031413
20,36768,1471,6536942,177.78889251523063
21,59307,2373,21728273,366.36945048645185
22,45751,1831,11833911,258.6590675613648
23,44324,1773,6037169,136.20541918599403
24,113643,4546,47232186,415.6189646524643
25,157199,6288,64290457,408.9749743955114
26,114268,4571,48178459,421.62686841460425
27,2195,88,232752,106.0373576309795
28,123304,4933,47879906,388.30780834360604
29,84390,3376,35041862,415.2371371015523
30,57251,2291,13794988,240.95628023964647
31,133986,5360,5259752,39.25598196826534
32,53090,2124,16103627,303.32693539272935
33,191697,7668,55519764,289.6224980046636
34,178993,7160,238230801,1330.950377947741
35,45279,1812,17904320,395.4221603834007
36,53989,2160,12708064,235.38246679879234
37,19305,773,68935,3.570836570836571
39,41874,1675,1045165,24.959760233080193
40,18595,744,3761057,202.26173702608227
41,28133,1126,6845412,243.32321473003233
42,149321,5973,4039802,27.05447994588839
43,4670,187,484613,103.77152034261242
44,4462,179,412818,92.51860152398028
45,12834,514,5950570,463.65669315879694
46,79106,3165,57142001,722.3472429398529
47,2931,118,24402,8.325486182190378
48,37626,1506,741257,19.70065911869452
49,46923,1877,13977414,297.8798030816444
50,15470,619,3403546,220.00943762120232
51,171562,6863,90997136,530.4037957123372
54,147583,5904,167440145,1134.5489995460182
