Table Number,Players,Pages,Total KC,Average KC/Player
11,67940,2718,29496817,434.1598027671475
12,63746,2550,53325109,836.5247858689173
13,301765,12071,78884778,261.4112902424072
14,26992,1080,849429,31.469657676348547
15,41568,1663,9876913,237.60856909160893
16,97358,3895,72297124,742.5904804946691
17,81189,3248,30035984,369.9513973567848
18,7008,281,675426,96.3792808219178
19,26615,1065,4436498,166.6916400526019
20,40861,1635,7258910,177.64885832456378
21,67024,2681,24232143,361.54426772499403
22,51649,2066,13369711,258.8571124319929
23,50458,2019,6842651,135.61082484442505
24,128429,5138,52474822,408.59013151235314
25,178811,7153,71588584,400.35894883424396
26,129277,5172,53505740,413.88444967008826
27,2823,113,301593,106.83421891604677
28,139030,5562,53897814,387.6703876861109
29,96750,3870,39844951,411.83411886304907
30,66565,2663,15996875,240.3196124089236
31,164327,6574,6528061,39.726040151648846
32,59753,2391,17955168,300.4898164108915
33,214806,8593,61935216,288.330940476523
34,201747,8070,268272676,1329.7480309496548
35,51735,2070,20383963,394.0072098192713
36,61405,2457,14480376,235.81753928833157
37,25140,1006,93408,3.7155131264916466
39,48967,1959,1229441,25.10754181387465
40,25884,1036,5514981,213.06525266573945
41,30946,1238,7537194,243.55955535448845
42,170246,6810,4605149,27.04996886857841
43,6416,257,647717,100.95339775561098
44,8663,347,925973,106.8882604178691
45,15426,618,7193636,466.3319071697135
46,89558,3583,64541237,720.664117108466
47,3460,139,28850,8.33815028901734
48,42327,1694,829965,19.608405981997308
49,52300,2092,15761758,301.37204588910134
50,17584,704,3899486,221.7633075523203
51,203684,8148,111995616,549.849845839634
54,171086,6844,192790143,1126.8610114211567
