Table Number,Players,Pages,Total KC,Average KC/Player
11,59983,2400,26192544,436.6661220679192
12,56602,2265,45493512,803.7438959754072
13,271393,10856,71629890,263.93418400621977
14,22402,897,698286,31.17069904472815
15,37951,1519,9002514,237.21414455482068
16,87704,3509,65463554,746.4146903219921
17,70814,2833,26555640,375.00550738554523
18,4917,197,439058,89.2938783811267
19,23634,946,3912932,165.56367944486757
20,37647,1506,6694464,177.82197784684038
21,60915,2437,22236790,365.04621193466306
22,46971,1879,12141811,258.49590172659725
23,45617,1825,6211745,136.17171230023894
24,116788,4672,48333276,413.8548138507381
25,161793,6472,65829793,406.8766448486646
26,117466,4699,49299805,419.6942519537568
27,2289,92,244019,106.60506771515946
28,126416,5057,49051937,388.02000537906594
29,86918,3477,36000601,414.1903978462459
30,59074,2363,14251330,241.24538714155128
31,139398,5576,5480342,39.31435171236316
32,54424,2177,16472735,302.6740959870645
33,196759,7871,56845615,288.9098592694616
34,183582,7344,244153477,1329.942352736107
35,46598,1864,18405616,394.9872526717885
36,55580,2224,13070493,235.16540122346169
37,20455,819,73510,3.5937423612808606
39,43363,1735,1083390,24.984203122477687
40,20048,802,4111994,205.10744213886673
41,28720,1149,6986113,243.24905988857938
42,153598,6144,4153877,27.043822185184702
43,5093,204,524344,102.9538582367956
44,5462,219,517767,94.79439765653606
45,13292,532,6159613,463.40753836894373
46,81119,3245,58567747,721.9978919858479
47,3029,122,25205,8.32122812809508
48,38541,1542,758587,19.682597753042216
49,48099,1924,14329815,297.9233455997006
50,15887,636,3501402,220.39415874614465
51,177987,7120,94841885,532.8584952833634
54,152925,6117,173528385,1134.7286905345757
