Table Number,Players,Pages,Total KC,Average KC/Player
11,75104,3005,32710146,435.5313432040903
12,71440,2858,62600535,876.2672872340426
13,327117,13085,86105220,263.22453434092387
14,32028,1282,1014596,31.678406394404895
15,45212,1809,10794288,238.74829691232415
16,107053,4283,79587510,743.4402585635153
17,91240,3650,33781678,370.25074528715476
18,9734,390,1031322,105.95048284364084
19,30076,1204,5056788,168.13366139114243
20,44120,1765,7798352,176.7532184950136
21,73589,2944,26313040,357.5675712402669
22,56515,2261,14740881,260.8313014244006
23,55154,2207,7487072,135.74848605722158
24,138879,5556,56358426,405.8095608407319
25,193901,7757,76831054,396.23856504092294
26,139874,5595,57466457,410.8444528647211
27,3745,150,390854,104.36688918558077
28,151621,6065,59140740,390.056390605523
29,107890,4316,44671702,414.0485865233108
30,76699,3068,18650647,243.1667557595275
31,187614,7505,7732134,41.21299050177492
32,65540,2622,19556846,298.3955752212389
33,232776,9312,67328482,289.2415111523525
34,219427,8778,293549095,1337.7984249887206
35,57357,2295,22588902,393.8299074219363
36,67945,2718,16127966,237.3679593789094
37,30541,1222,118579,3.8826168101895813
39,54775,2191,1383159,25.251647649475125
40,32300,1292,7120376,220.4450773993808
41,33297,1332,8126603,244.06411989068084
42,187018,7481,5084880,27.189254510261044
43,8448,338,839358,99.35582386363636
44,14869,595,1693760,113.91216625193356
45,18313,733,8553066,467.0488723857369
46,98252,3931,70919592,721.813214998168
47,4187,168,34667,8.279675185096728
48,46599,1864,910303,19.534818343741282
49,56051,2243,17079806,304.71902374623113
50,19405,777,4304333,221.81566606544706
51,227685,9108,128858470,565.950633550739
54,187272,7491,210448997,1123.7611442180357
