Table Number,Players,Pages,Total KC,Average KC/Player
11,74686,2988,32523690,435.4723776879201
12,70994,2840,62054212,874.076851564921
13,325665,13027,85663542,263.0419050251025
14,31647,1266,1002479,31.676904603911904
15,44946,1798,10724479,238.60808525786499
16,106486,4260,79152263,743.3114493924083
17,90684,3628,33560938,370.08665255171803
18,9551,383,1007993,105.53795414092765
19,29842,1194,5017514,168.135982842973
20,43895,1756,7762645,176.84576831074153
21,73210,2929,26196863,357.8317579565633
22,56278,2252,14688465,260.9983474892498
23,54831,2194,7444658,135.7746165490325
24,138265,5531,56134866,405.9947636784436
25,193019,7721,76528039,396.4793051461255
26,139246,5570,57239206,411.06535196702237
27,3677,148,385499,104.84063094914332
28,150891,6036,58785271,389.5876559900856
29,107230,4290,44361809,413.7070689172806
30,76124,3045,18493566,242.94001891650464
31,186224,7449,7655084,41.1068605550305
32,65220,2609,19458632,298.353756516406
33,231659,9267,66975383,289.11194039514976
34,218378,8736,291986289,1337.0682440538883
35,57013,2281,22452415,393.8122007261502
36,67503,2701,16019264,237.31188243485474
37,30191,1208,116901,3.872047961312974
39,54357,2175,1372152,25.243335724929633
40,31884,1276,7016001,220.04770417764396
41,33122,1325,8086751,244.15044381377936
42,186022,7441,5055696,27.177946694476997
43,8349,334,830190,99.43586058210565
44,14601,585,1652606,113.1844394219574
45,18113,725,8462291,467.19433556009494
46,97732,3910,70518399,721.548714852863
47,4136,166,34208,8.270793036750483
48,46327,1854,905134,19.53793684028752
49,55776,2232,16972759,304.3021909064831
50,19274,771,4275612,221.83314309432396
51,226252,9051,128579311,568.3013233032194
54,186090,7444,209411108,1125.32166156161
