Table Number,Players,Pages,Total KC,Average KC/Player
11,70081,2804,30470571,434.79075641043937
12,66032,2642,56101862,849.6162769566271
13,310183,12408,81319575,262.16644690392445
14,28326,1134,894432,31.57636094047871
15,42459,1699,10080613,237.41993452507126
16,100299,4012,74527406,743.052333522767
17,84302,3373,31165323,369.68663851391426
18,7880,316,792598,100.58350253807106
19,27567,1103,4608915,167.1895744912395
20,41744,1670,7410263,177.5168407435799
21,68939,2758,24842704,360.3577655608581
22,53187,2128,13795917,259.3851317051159
23,51742,2070,7028255,135.83268911136022
24,131589,5264,53670897,407.86765611107313
25,183301,7333,73185841,399.2659123518148
26,132470,5299,54718669,413.064610855288
27,3051,123,327821,107.44706653556212
28,142780,5712,55274391,387.1297870850259
29,100058,4003,41277569,412.5364188770513
30,69021,2761,16607930,240.62140507961345
31,171822,6873,6894635,40.1266135884811
32,61486,2460,18429966,299.742477962463
33,220186,8808,63514853,288.4599974566957
34,207099,8284,275759504,1331.5346959666633
35,53413,2137,21029040,393.70640106341153
36,63287,2532,14945713,236.15771011424147
37,26747,1070,100800,3.768646951059932
39,50599,2024,1272158,25.141959327259432
40,27676,1108,5982115,216.14810666281255
41,31628,1266,7720403,244.10025926394334
42,175418,7017,4749243,27.073863571583303
43,6998,280,700971,100.16733352386396
44,10610,425,1119878,105.5492931196984
45,16254,651,7589275,466.917374184816
46,92117,3685,66411853,720.9511056591074
47,3642,146,30255,8.307248764415156
48,43572,1743,852913,19.57479574038373
49,53215,2129,16095859,302.46845814150146
50,18010,721,3996674,221.91415880066629
51,210920,8437,114272582,541.7816328465769
54,175664,7027,197075635,1121.8897155934055
