Table Number,Players,Pages,Total KC,Average KC/Player
11,56093,2244,24601530,438.58467188419235
12,53252,2131,42094477,790.4769210546083
13,254265,10171,67298401,264.67819401018625
14,20161,807,621801,30.84177372154159
15,35831,1434,8506556,237.4077195724373
16,82844,3314,62157523,750.2960141953552
17,66365,2655,25096710,378.1618322911173
18,4597,184,407563,88.65847291711987
19,22224,889,3679258,165.55336573074155
20,35815,1433,6370179,177.86343710735724
21,57622,2305,21123530,366.5879351636528
22,44324,1773,11497956,259.4070029780706
23,42978,1720,5853965,136.20840895341803
24,110234,4410,46062958,417.86525028575574
25,152342,6094,62634753,411.14566567328774
26,110867,4435,46994548,423.88220119602767
27,2088,84,221853,106.2514367816092
28,119961,4799,46624046,388.6600311767991
29,81804,3273,34031612,416.014033543592
30,55403,2217,13362409,241.18565781636374
31,129439,5178,5065642,39.13536105810459
32,51651,2067,15688862,303.7474976283131
33,186259,7451,54047720,290.1750787881391
34,173949,6958,231798280,1332.564602268481
35,43914,1757,17401615,396.26576945848706
36,52186,2088,12312084,235.9269535890852
37,18302,733,64787,3.539886351218446
39,40454,1619,1009122,24.94492510011371
40,17157,687,3409703,198.73538497406307
41,27446,1098,6696469,243.9870655104569
42,144980,5800,3921384,27.04775831149124
43,4328,174,450561,104.10374306839186
44,3771,151,342527,90.83187483426147
45,12421,497,5755638,463.37959906609774
46,76923,3077,55673065,723.7505687505687
47,2841,114,23610,8.310454065469905
48,36581,1464,722154,19.741231786993247
49,45756,1831,13601652,297.2648832939942
50,14963,599,3289434,219.83786673795362
51,165236,6610,87468471,529.354807669031
54,142468,5699,161761056,1135.420276834096
