Table Number,Players,Pages,Total KC,Average KC/Player
11,73162,2927,31833320,435.10729613733906
12,69316,2773,60095824,866.9834381672341
13,320583,12824,84060136,262.2102107722493
14,30488,1220,965525,31.669017318289164
15,44070,1763,10491376,238.061629226231
16,104454,4179,77638397,743.27835219331
17,88591,3544,32788971,370.1162759196758
18,9013,361,936006,103.85066015755021
19,29119,1165,4886247,167.80270613688657
20,43111,1725,7632250,177.03718308552342
21,71767,2871,25752970,358.8413894965653
22,55256,2211,14380969,260.260768061387
23,53687,2148,7286521,135.7222605099931
24,136011,5441,55330904,406.81197844292006
25,189781,7592,75438397,397.50236851950405
26,136998,5480,56414509,411.790748770055
27,3450,138,365530,105.95072463768116
28,148164,5927,57537673,388.33774061175455
29,104740,4190,43290375,413.3127267519572
30,73910,2957,17899539,242.180205655527
31,181605,7265,7403403,40.766515239117865
32,63966,2559,19110869,298.76604758778103
33,227819,9113,65804644,288.84616296270286
34,214755,8591,286627813,1334.673525645503
35,55795,2232,21960762,393.5973115870598
36,66094,2644,15662312,236.97025448603503
37,29044,1162,111441,3.8369714915300923
39,53034,2122,1336357,25.198118188332014
40,30430,1218,6664506,219.0110417351298
41,32559,1303,7942616,243.94533001627815
42,182566,7303,4953820,27.134406187351424
43,7978,320,795137,99.66620706944096
44,13690,548,1507215,110.09605551497444
45,17501,701,8170457,466.8565796240215
46,95928,3838,69159651,720.95374655992
47,3959,159,32633,8.242738065167972
48,45378,1816,886893,19.544559037419013
49,54899,2196,16675979,303.75742727554234
50,18807,753,4174365,221.9580475354921
51,221176,8848,123338552,557.6488949976489
54,182680,7308,204620398,1120.102901248084
