Table Number,Players,Pages,Total KC,Average KC/Player
11,55447,2218,24342548,439.02371634173176
12,52726,2110,41623005,789.4208739521299
13,251330,10054,66634533,265.12765288664303
14,19863,795,612620,30.842269546392792
15,35473,1419,8420924,237.38967665548446
16,82027,3282,61615463,751.1607519475294
17,65704,2629,24869687,378.511003896262
18,4566,183,403587,88.38961892247043
19,21998,880,3643266,165.61805618692608
20,35468,1419,6317162,178.1087741062366
21,57060,2283,20938308,366.95247108307046
22,43934,1758,11634261,264.8122410889061
23,42551,1703,5798172,136.26405959906936
24,109070,4363,45657920,418.6111671403686
25,150630,6026,62067440,412.0523136161455
26,109703,4389,46582250,424.62147799057453
27,2061,83,219171,106.34206695778748
28,118761,4751,46246247,389.4060087065619
29,80975,3239,33700384,416.1825748687867
30,54849,2194,13228201,241.1748801254353
31,128069,5123,5008744,39.10972991121973
32,51140,2046,15556341,304.19125928822837
33,184368,7375,53537608,290.38449188579364
34,172280,6892,229590479,1332.658921523102
35,43451,1739,17233114,396.6102966560033
36,51614,2065,12185229,236.08379509435426
37,17997,720,63621,3.535089181530255
39,39977,1600,996869,24.93606323636091
40,16688,668,3298548,197.6598753595398
41,27215,1089,6648076,244.2798456733419
42,143520,5741,3881079,27.042077759197323
43,4266,171,443885,104.05180496952649
44,3647,146,329944,90.46997532218262
45,12305,493,5700290,463.2498984152783
46,76216,3049,55145545,723.5428912564291
47,2810,113,23391,8.324199288256228
48,36260,1451,716039,19.74735245449531
49,45301,1813,13471626,297.38032273018257
50,14829,594,3258483,219.73720412704836
51,163359,6535,86424415,529.0459356386854
54,140532,5622,159636822,1135.946417897703
