Table Number,Players,Pages,Total KC,Average KC/Player
11,70361,2815,30598478,434.87838433222953
12,66332,2654,56479979,851.4740849062292
13,311260,12451,81606740,262.18190580222324
14,28549,1142,901695,31.584118533048443
15,42603,1705,10122591,237.60277445250335
16,100705,4029,74829584,743.057286132764
17,84721,3389,31325717,369.75150198888116
18,7985,320,805764,100.9097056981841
19,27732,1110,4638196,167.25068512909274
20,41884,1676,7435218,177.51929137618183
21,69168,2767,24923803,360.33719349988434
22,53384,2136,13852203,259.4822980668365
23,51936,2078,7057928,135.89664202094886
24,132048,5282,53832025,407.67012752938325
25,183933,7358,73398035,399.0476695318404
26,132960,5319,54881934,412.77026173285196
27,3084,124,330560,107.18547341115435
28,143355,5735,55571055,387.6464371664748
29,100514,4021,41467538,412.55484808086436
30,69463,2779,16729197,240.83608539798166
31,172835,6914,6944753,40.18140422946741
32,61734,2470,18500152,299.67525188712864
33,220985,8840,63765254,288.55014593750707
34,207814,8313,276751614,1331.7274774558018
35,53627,2146,21113977,393.71915266563485
36,63547,2542,15015435,236.28865249343005
37,26962,1079,101835,3.7769824197018025
39,50856,2035,1278513,25.139865502595566
40,27925,1117,6042126,216.36977618621307
41,31731,1270,7747181,244.1518073807948
42,176080,7044,4767989,27.078538164470697
43,7129,286,713120,100.0308598681442
44,11092,444,1166756,105.18896501983411
45,16379,656,7646228,466.8311862751084
46,92455,3699,66671401,721.1227191606728
47,3666,147,30454,8.307146753955264
48,43736,1750,856115,19.57460673129687
49,53398,2136,16164421,302.7158507809281
50,18096,724,4013532,221.79111405835545
51,211933,8478,115165938,543.4072938145546
54,176558,7063,197997534,1121.4305440705039
