Table Number,Players,Pages,Total KC,Average KC/Player
11,57846,2314,25321592,437.7414514400304
12,54715,2189,43572338,796.3508727040117
13,262274,10491,69336194,264.3654880010981
14,21164,847,655496,30.972216972216973
15,36870,1475,8745960,237.21074043938162
16,85038,3402,63665889,748.675756720525
17,68347,2734,25756409,376.8476889987856
18,4715,189,419761,89.02672322375398
19,22878,916,3787623,165.55743509047994
20,36677,1468,6518719,177.73315701938546
21,59126,2366,21666970,366.4541825931062
22,45618,1825,11801368,258.6998114779254
23,44181,1768,6015952,136.16604422715648
24,113278,4532,47106536,415.8489380109112
25,156704,6269,64118148,409.1672707780274
26,113928,4558,48053218,421.78584720174143
27,2185,88,231834,106.1025171624714
28,122939,4918,47736939,388.297765558529
29,84099,3364,34941869,415.4849522586475
30,57065,2283,13748626,240.9292210636993
31,133457,5339,5237485,39.2447380054999
32,52948,2118,16055140,303.2246732643348
33,191120,7645,55379356,289.76222268731686
34,178465,7139,237525976,1330.9387050682208
35,45142,1806,17856483,395.5625138451996
36,53777,2152,12667122,235.54906372612828
37,19180,768,68439,3.568248175182482
39,41756,1671,1042027,24.955144170897597
40,18421,737,3722675,202.08864882471093
41,28060,1123,6829766,243.39864575908766
42,148884,5956,4027318,27.050038956503048
43,4628,186,480514,103.8275713050994
44,4370,175,402968,92.21235697940503
45,12781,512,5927133,463.7456380564901
46,78881,3156,56981549,722.3735627083835
47,2923,117,24306,8.315429353404037
48,37530,1502,739450,19.702904343192113
49,46845,1874,13950588,297.80313800832533
50,15435,618,3392519,219.79390994493036
51,170846,6834,90602257,530.315354178617
54,147201,5889,166909681,1133.8895863479188
