Table Number,Players,Pages,Total KC,Average KC/Player
11,77292,3092,33673100,435.66087046524865
12,73569,2943,65128318,885.2684962416236
13,333648,13346,87903689,263.4623585335443
14,33710,1349,1070274,31.74945120142391
15,46155,1847,11059884,239.62482937926552
16,109705,4389,81655136,744.3155371222825
17,93726,3750,34770563,370.98097646330797
18,10464,419,1124352,107.44954128440367
19,31258,1251,5268300,168.5424531319982
20,45260,1811,7985377,176.4334290764472
21,75438,3018,26893480,356.4977862615658
22,58036,2322,15135671,260.79797022537736
23,56726,2270,7706584,135.856291647569
24,141741,5670,57413410,405.0585927854326
25,198038,7922,78269670,395.22551227542186
26,142755,5711,58536735,410.05033098665547
27,4115,165,425108,103.30692588092344
28,155106,6205,60832873,392.20193287171355
29,111167,4447,46198403,415.576591974237
30,79570,3183,19450627,244.44673872062336
31,194147,7766,8083774,41.63738816463813
32,67259,2691,20061976,298.2794272885413
33,237786,9512,68968949,290.04629793175377
34,224396,8976,300764169,1340.3276751813758
35,58947,2358,23233557,394.1431625019085
36,69850,2794,16630280,238.0856120257695
37,32115,1285,126273,3.9319009808500702
39,56732,2270,1433584,25.269407036593105
40,34605,1385,7685308,222.0866348793527
41,34117,1365,8331390,244.20054518275347
42,191829,7674,5225253,27.23911921555135
43,9064,363,895240,98.76875551632833
44,16195,648,1890608,116.7402284655758
45,19162,767,8966673,467.94035069408204
46,100659,4027,72771359,722.94935375873
47,4404,177,36799,8.35581289736603
48,47894,1916,935195,19.526349855931848
49,57026,2282,17478346,306.4978430891172
50,20001,801,4436934,221.83560821958903
51,234279,9372,136351474,582.0046781828504
54,191756,7671,215165070,1122.077379586558
