Table Number,Players,Pages,Total KC,Average KC/Player
11,72202,2889,31395715,434.8316528628016
12,68303,2733,58839432,861.4472570750919
13,317388,12696,83317434,262.5097168134901
14,29760,1191,941133,31.624092741935485
15,43561,1743,10359193,237.80888868483277
16,103183,4128,76661202,742.9634920481087
17,87258,3491,32271350,369.8382956290541
18,8645,346,891119,103.07912087912088
19,28628,1146,4790605,167.33984211261702
20,42674,1707,7558656,177.12555654496884
21,70842,2834,25463113,359.4352643911804
22,54533,2182,14179347,260.01406487814717
23,53046,2122,7202087,135.77059533235305
24,134647,5386,54814011,407.0941870223622
25,187780,7512,74742047,398.0298594099478
26,135620,5425,55883827,412.06184191122253
27,3277,132,350218,106.87152883735124
28,146480,5860,56774336,387.59104314582197
29,103321,4133,42654515,412.8349028755045
30,72481,2900,17513864,241.6338626674577
31,178623,7145,7243618,40.55254922378417
32,63152,2527,18893548,299.1757664048645
33,225418,9017,65099387,288.7940936393722
34,212349,8494,283162633,1333.477591135348
35,55021,2201,21650408,393.4935388306283
36,65236,2610,15436625,236.6273989821571
37,28301,1133,108068,3.8185223136991624
39,52282,2092,1316585,25.182376343674687
40,29480,1180,6440939,218.48504070556308
41,32259,1291,7868446,243.9147524721783
42,180285,7212,4888982,27.118074160357214
43,7723,309,770084,99.71306487116405
44,13000,520,1401158,107.78138461538461
45,17094,684,7982952,467.003159003159
46,94715,3789,68271631,720.8111809111546
47,3853,155,31626,8.208149493900857
48,44834,1794,876432,19.548378462773787
49,54373,2175,16477393,303.04366137605064
50,18537,742,4110923,221.76851702001403
51,217924,8717,120283707,551.9525476771719
54,180409,7217,202272711,1121.1896912016584
