Table Number,Players,Pages,Total KC,Average KC/Player
11,63363,2535,27582042,435.3020216845793
12,59406,2377,48423660,815.1307948692051
13,284863,11395,75067565,263.52164022705654
14,24322,973,760640,31.273743935531616
15,39609,1585,9395611,237.20899290565276
16,91452,3659,68128560,744.965227660412
17,74536,2982,27804360,373.0326285284963
18,5197,208,472490,90.9159130267462
19,24845,994,4119073,165.7908231032401
20,39066,1563,6947433,177.83835048379666
21,63403,2537,23063199,363.7556424774853
22,48922,1957,12633877,258.24530885900003
23,47768,1911,6497427,136.0204948919779
24,121637,4866,50053986,411.5029637363631
25,169059,6763,68271299,403.8312009416831
26,122347,4894,51050759,417.2620415702878
27,2495,100,263003,105.41202404809619
28,131559,5263,50916062,387.02074354472137
29,90847,3634,37512029,412.9143394938743
30,62125,2485,14971504,240.99000402414487
31,149340,5974,5878987,39.366459086647914
32,56607,2265,17086395,301.8424399809211
33,204270,8171,58943402,288.55633230528224
34,191251,7651,254086076,1328.5476990969983
35,48556,1943,19184917,395.1090905346404
36,57945,2318,13626386,235.16068685822762
37,22280,892,81247,3.646633752244165
39,45661,1827,1145859,25.09491688749699
40,22508,901,4693734,208.53625377643505
41,29676,1188,7213250,243.06678797681627
42,160496,6420,4338722,27.033209550393778
43,5644,226,576340,102.11552090715804
44,6764,271,685948,101.41159077468953
45,14072,563,6539351,464.7065804434338
46,84518,3381,60951865,721.1702240942758
47,3181,128,26515,8.335429110342659
48,40101,1605,787458,19.6368669110496
49,49852,1995,14930411,299.4947243841772
50,16601,665,3669132,221.01873381121618
51,188393,7536,101204635,537.1995509387291
54,160336,6414,181033890,1129.0907219838339
