Table Number,Players,Pages,Total KC,Average KC/Player
11,78170,3127,34082504,436.0049123704746
12,74377,2976,66125279,889.0554741385106
13,336001,13441,88506884,263.41256127213904
14,34442,1378,1093989,31.76322513210615
15,46522,1861,11167505,240.04782683461588
16,110732,4430,82451450,744.6036376115305
17,94634,3786,35147405,371.4035653147917
18,10722,429,1159727,108.1633090841261
19,31718,1269,5341202,168.39655715997225
20,45688,1828,8069435,176.62044738224478
21,76204,3049,27147922,356.2532412996693
22,58727,2350,15317351,260.8229775060875
23,57276,2292,7779465,135.82416719044625
24,142840,5714,57830496,404.8620554466536
25,199640,7986,78845222,394.93699659386897
26,143867,5755,58955610,409.79244719080816
27,4284,172,443305,103.47922502334266
28,156501,6261,61494268,392.932109060006
29,112463,4499,46856482,416.6390901896624
30,80617,3225,19765822,245.18181028815263
31,196826,7874,8229304,41.81004542082855
32,67832,2714,20246089,298.47400931713645
33,239693,9588,69630457,290.4985001647941
34,226303,9053,303579333,1341.4728616059
35,59617,2385,23514962,394.43383598637973
36,70645,2826,16844089,238.43285441290962
37,32691,1308,129195,3.9520051390290907
39,57513,2301,1454641,25.29238606923652
40,35440,1418,7892725,222.70668735891647
41,34417,1377,8409182,244.33221954266787
42,193674,7747,5278802,27.25612111073247
43,9283,372,915149,98.58332435635032
44,16647,666,1958957,117.6762780080495
45,19483,780,9127067,468.4631216958374
46,101612,4065,73497974,723.3198244301855
47,4500,180,37631,8.362444444444444
48,48401,1937,944944,19.523232991053902
49,57340,2294,17622928,307.34091384722706
50,20229,810,4491801,222.0476049236245
51,236892,9476,139651043,589.5135462573662
54,193661,7747,218025956,1125.812404149519
