Table Number,Players,Pages,Total KC,Average KC/Player
11,69687,2788,30298572,434.78083430195016
12,65614,2625,55593598,847.2825616484287
13,308771,12351,80895466,261.99178679344885
14,28099,1124,887280,31.57692444570981
15,42366,1695,10049587,237.208775905207
16,99753,3991,74105484,742.8897777510451
17,83749,3350,30963799,369.721417569165
18,7714,309,772466,100.13819030334457
19,27389,1096,4576694,167.09971156303627
20,41576,1664,7377777,177.45278526072735
21,68579,2744,24731686,360.63060120445033
22,52920,2117,13719112,259.2424792139078
23,51520,2061,6997638,135.82371894409937
24,131034,5242,53452108,407.9254849886289
25,182509,7301,72887602,399.36442586393
26,131920,5277,54495575,413.09562613705276
27,3014,121,323419,107.30557398805574
28,142148,5686,55044377,387.2328629315924
29,99449,3978,41013165,412.4039960180595
30,68603,2745,16500028,240.5146713700567
31,170485,6820,6827817,40.04937091239699
32,61166,2447,18337581,299.80023215511886
33,219286,8772,63222668,288.3114653922275
34,206128,8246,274402706,1331.2248020647364
35,53177,2128,20919861,393.40054910957747
36,62947,2518,14863491,236.12707515846665
37,26423,1057,99357,3.7602467547212655
39,50300,2012,1264208,25.133359840954274
40,27361,1095,5890515,215.2887321369833
41,31481,1260,7686535,244.16425780629586
42,174478,6980,4722369,27.065698827359324
43,6811,273,684719,100.53134635149024
44,9808,393,1053951,107.45829934747145
45,16095,644,7511883,466.7215284249767
46,91645,3666,66043577,720.6457198974304
47,3601,145,29903,8.30408219938906
48,43356,1735,848641,19.57378448196328
49,53142,2126,16054713,302.1096872530202
50,17983,720,3988115,221.771395206584
51,209696,8388,113449740,541.0200480695864
54,175208,7009,196662079,1122.4491975252272
