Table Number,Players,Pages,Total KC,Average KC/Player
11,60404,2417,26353563,436.2883749420568
12,56919,2277,45831639,805.2080851736679
13,272955,10919,72009901,263.8160172922277
14,22627,906,705195,31.166084765987538
15,38140,1526,9050166,237.2880440482433
16,88151,3527,65771327,746.1211670882917
17,71234,2850,26694801,374.74802762725665
18,4944,198,442472,89.4967637540453
19,23778,952,3934224,165.4564723694171
20,37806,1513,6723577,177.84417817277682
21,61242,2450,22339238,364.7698964762744
22,47214,1889,12205426,258.51285635616557
23,45869,1835,6241909,136.08120953149185
24,117371,4695,48540925,413.56830051716355
25,162655,6507,66115880,406.47923519104853
26,118067,4723,49513515,419.36794362522977
27,2318,93,246478,106.33218291630716
28,127022,5081,49271563,387.8978680858434
29,87436,3498,36194881,413.95856397822405
30,59438,2378,14337049,241.21015175476967
31,140455,5619,5523297,39.32431739703108
32,54671,2187,16550837,302.73521611091803
33,197714,7909,57100753,288.80480390867615
34,184466,7379,245308775,1329.8319202454652
35,46823,1873,18510451,395.3281720521966
36,55857,2235,13137660,235.20167570761052
37,20658,827,74383,3.600687385032433
39,43652,1747,1091048,24.99422706863374
40,20348,814,4175621,205.2103892274425
41,28837,1154,7011216,243.1326420917571
42,154377,6176,4175388,27.046697370722324
43,5167,207,531757,102.91407005999613
44,5654,227,537991,95.15228157056951
45,13373,535,6200136,463.6308980782173
46,81501,3261,58824901,721.7690703181556
47,3047,122,25343,8.31736133902199
48,38709,1549,761781,19.679686894520653
49,48324,1933,14400259,297.99393676020196
50,15961,639,3518792,220.4618758223169
51,179203,7169,95593626,533.4376433430244
54,153634,6146,174330223,1134.7112162672324
