Table Number,Players,Pages,Total KC,Average KC/Player
11,76622,3065,33374248,435.5700451567435
12,72906,2917,64342668,882.5428359805777
13,331747,13270,87286328,263.1111298670372
14,33231,1330,1053236,31.694381751978575
15,45940,1838,10988927,239.20171963430562
16,108881,4356,81018909,744.1051147583141
17,92989,3720,34475362,370.74666896084483
18,10233,410,1096462,107.14961399394117
19,30911,1237,5204693,168.37672673158423
20,44942,1798,7932532,176.50598549241244
21,74886,2996,26721084,356.82349170739525
22,57566,2303,15014995,260.83095924677764
23,56265,2251,7646381,135.89942237625522
24,140826,5634,57096299,405.43861928905176
25,196780,7872,77841603,395.5768015042179
26,141847,5674,58217117,410.4219123421715
27,4006,161,415480,103.7144283574638
28,154055,6163,60301328,391.4272694816786
29,110127,4406,45706624,415.035586186857
30,78718,3149,19202783,243.94398993876877
31,192130,7686,7976148,41.51432883984802
32,66770,2671,19910217,298.1910588587689
33,236277,9452,68446827,289.6889117434198
34,222899,8916,298551476,1339.4024917114928
35,58447,2338,23027818,393.99486714459255
36,69303,2773,16473921,237.70862733215012
37,31642,1266,123888,3.915302446115922
39,56162,2247,1417996,25.248317367615112
40,33916,1357,7513546,221.53396626960728
41,33877,1356,8275900,244.2925878914898
42,190265,7611,5181188,27.231429847843795
43,8883,356,878431,98.88900146346955
44,15814,633,1831654,115.82483875047426
45,18906,757,8839560,467.55315772770547
46,99887,3996,72197573,722.7924855086247
47,4344,174,36151,8.322053406998158
48,47516,1901,927878,19.52769593400118
49,56845,2274,17385720,305.8443134840355
50,19839,794,4399841,221.7773577297243
51,232188,9288,133847183,576.4603812427861
54,190230,7610,213480234,1122.221700047311
