Table Number,Players,Pages,Total KC,Average KC/Player
11,81059,3243,35320680,435.74038663195944
12,76668,3067,68846695,897.984752439088
13,342724,13709,91165633,266.0030607719331
14,36528,1462,1163938,31.86426850635129
15,47811,1913,11498981,240.50910878249775
16,113811,4553,84833703,745.391069404539
17,97101,3885,36189306,372.6975623320048
18,11396,456,1248236,109.53281853281854
19,32890,1316,5556376,168.93815749467925
20,46842,1874,8263857,176.4198155501473
21,78378,3136,27834094,355.12636198933376
22,60526,2422,15853682,261.9317648613819
23,58945,2358,8003669,135.78198320468232
24,146013,5841,58970466,403.8713402231308
25,204271,8171,80408764,393.63768719005634
26,147109,5885,60126857,408.72317125396813
27,4635,186,484459,104.52189859762676
28,160193,6408,63364222,395.54925620969703
29,116206,4649,48718346,419.2412267869129
30,83785,3352,20668605,246.6862206838933
31,204293,8172,8627058,42.22884778235182
32,69372,2775,20715557,298.61553652770573
33,245331,9814,71469742,291.31965385540354
34,231538,9262,311348501,1344.697203050903
35,61506,2461,24264162,394.50073163593794
36,73011,2921,17455622,239.08208352166113
37,34374,1375,137462,3.999010880316518
39,59702,2389,1513534,25.351479012428396
40,37726,1510,8488373,225.00060965912104
41,35291,1412,8641026,244.8506984783656
42,198783,7952,5427495,27.303617512563953
43,9853,395,968512,98.29615345580027
44,17957,719,2153643,119.9333407584786
45,20298,812,9554300,470.70154695043846
46,104333,4174,75540790,724.0354442026971
47,4753,191,40129,8.442878182200715
48,49724,1989,971691,19.541690129514922
49,58651,2347,18109702,308.77055804675115
50,20930,838,4654499,222.38408982322025
51,243940,9758,148610660,609.2098876772977
54,198927,7958,226437976,1138.2968425603362
